id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,result
45930,0,0,0,0,0,1,0,0,0,0,0
45931,0,0,0,0,0,0,0,0,0,0,0
45932,0,1,1,1,1,0,0,0,0,0,0
45933,1,1,1,1,1,0,1,1,1,0,1
45934,0,0,0,1,0,0,0,0,0,1,1
45935,1,1,0,0,1,1,1,0,1,1,1
45936,0,1,0,1,0,0,1,0,0,0,0
45937,1,1,1,1,1,0,1,1,1,1,1
45938,1,0,0,1,0,0,1,1,0,0,1
45939,1,0,1,0,1,1,0,1,1,1,1
45940,1,0,0,0,0,1,1,1,0,1,1
45941,0,0,0,0,0,0,1,0,0,0,1
45942,1,1,1,1,1,0,0,1,0,0,1
45943,0,0,0,1,0,0,0,0,0,0,1
45944,1,1,0,0,0,0,0,1,1,0,0
45945,0,0,0,0,0,0,0,0,0,0,0
45946,1,1,1,1,1,1,1,1,1,1,1
45947,1,0,1,0,1,1,0,1,0,1,0
45948,0,1,1,1,1,1,1,0,1,1,1
45949,0,1,1,1,1,0,0,0,0,0,1
45950,1,1,0,0,1,1,0,1,1,0,1
45951,1,0,1,1,1,1,1,1,1,1,0
45952,1,1,1,0,1,1,0,1,1,1,1
45953,1,1,0,1,0,0,0,0,0,0,0
45954,1,0,1,0,1,1,0,1,1,1,1
45955,1,1,1,1,1,1,1,1,1,1,1
45956,0,0,0,0,1,1,1,0,0,1,1
45957,0,1,1,1,1,0,1,1,1,1,1
45958,0,0,0,0,0,0,0,0,0,0,0
45959,0,0,0,0,0,0,0,0,0,0,1
45960,1,1,1,1,1,1,1,1,1,1,1
45961,1,0,0,0,1,0,1,1,1,1,0
45962,0,1,0,1,0,1,0,0,1,0,1
45963,1,0,0,0,0,0,0,0,0,0,0
45964,1,1,1,0,1,1,1,1,1,1,1
45965,0,0,0,0,0,0,0,0,0,0,0
45966,1,1,1,1,1,1,1,0,1,1,1
45967,1,0,1,0,1,1,1,0,0,1,1
45968,1,1,1,0,1,0,1,0,0,1,1
45969,0,1,0,1,0,0,1,1,1,1,0
45970,0,1,1,1,0,1,0,1,1,1,1
45971,1,1,1,1,1,1,1,1,1,1,1
45972,1,1,1,0,1,0,1,1,0,0,0
45973,0,0,0,0,0,0,0,1,0,0,0
45974,1,0,1,0,0,0,1,1,1,1,1
45975,1,0,0,0,0,0,0,0,0,0,0
45976,0,0,0,0,1,0,1,1,1,1,0
45977,0,0,1,1,1,0,1,0,0,1,1
45978,1,1,1,1,0,0,0,0,1,1,1
45979,0,0,1,1,0,0,1,1,0,1,0
45980,0,0,0,1,1,0,1,0,1,0,0
45981,1,1,1,1,1,1,0,0,1,1,0
45982,1,0,1,1,1,1,0,1,1,1,1
45983,1,0,0,1,1,0,0,1,0,0,1
45984,1,1,0,1,1,0,0,1,0,0,0
45985,1,0,1,0,0,0,0,0,0,1,0
45986,0,1,1,0,0,0,0,0,1,0,1
45987,0,1,1,1,1,1,1,0,1,1,0
45988,1,1,1,1,0,1,1,1,1,1,1
45989,1,1,1,1,1,1,0,0,0,0,1
45990,1,1,1,1,1,1,1,1,1,1,1
45991,1,0,1,1,0,1,1,1,1,0,1
45992,0,1,0,1,0,0,0,0,0,1,1
45993,0,0,0,0,0,0,0,0,0,0,0
45994,0,1,0,1,0,0,0,0,1,0,1
45995,0,0,1,1,1,0,1,0,1,1,1
45996,1,0,0,0,1,0,0,0,1,0,0
45997,1,0,0,1,0,0,0,0,0,0,1
45998,0,0,0,1,1,1,1,0,0,0,1
45999,0,0,0,0,0,0,0,1,0,0,0
46000,1,0,0,1,0,0,1,0,0,1,0
46001,0,1,1,1,1,1,1,1,1,1,1
46002,0,0,0,0,1,0,0,0,0,0,0
46003,1,1,0,0,1,0,0,0,1,1,1
46004,0,1,1,1,1,1,0,1,0,1,1
46005,1,1,0,1,0,1,0,1,0,0,0
46006,0,0,0,0,0,0,1,1,0,1,0
46007,1,0,1,1,1,1,0,1,0,0,0
46008,1,1,1,1,1,1,1,1,1,1,1
46009,0,0,0,1,0,0,1,0,0,1,0
46010,0,1,1,0,0,1,1,1,0,0,0
46011,0,0,1,1,0,1,0,1,0,1,1
46012,0,0,0,1,0,0,0,0,0,0,0
46013,1,0,1,1,1,1,0,1,1,1,1
46014,0,0,0,0,0,0,0,0,0,1,0
46015,0,0,1,0,0,0,0,0,1,0,1
46016,0,0,0,0,0,0,0,0,0,0,0
46017,0,1,1,1,1,1,1,0,0,1,1
46018,0,0,1,1,1,0,0,1,0,0,0
46019,1,1,1,1,1,1,1,1,0,1,0
46020,0,0,0,0,0,0,1,1,0,0,0
46021,1,0,0,0,0,1,1,0,0,0,0
46022,0,0,1,1,1,0,0,1,1,0,0
46023,1,1,0,1,0,1,1,0,0,1,0
46024,0,0,0,0,0,0,0,1,0,0,1
46025,1,1,1,0,0,1,0,1,0,0,0
46026,0,0,0,0,0,0,0,0,0,0,0
46027,0,0,0,0,0,0,0,1,0,0,0
46028,0,0,1,0,1,0,0,0,0,0,0
46029,1,1,1,1,1,1,0,1,0,0,1
46030,1,0,1,0,1,0,0,0,1,0,1
46031,1,1,1,1,1,1,1,1,0,1,1
46032,1,1,1,1,1,1,1,1,0,1,1
46033,1,1,1,1,0,0,0,1,1,1,1
46034,0,0,1,1,0,1,1,0,0,0,0
46035,1,1,1,1,1,1,0,1,1,1,1
46036,1,0,1,0,1,1,0,0,1,1,0
46037,1,1,1,1,1,1,1,1,1,1,1
46038,1,0,0,0,1,0,0,0,0,0,0
46039,1,0,1,1,0,0,1,1,1,1,0
46040,0,0,0,0,0,0,0,1,0,1,0
46041,0,0,0,0,0,0,0,0,0,0,0
46042,1,1,1,1,0,1,1,1,1,0,0
46043,1,0,1,0,0,0,0,0,0,1,1
46044,1,1,1,1,1,1,1,1,1,1,1
46045,0,1,0,0,0,0,0,0,0,0,0
46046,1,1,1,0,0,0,0,1,1,1,0
46047,0,1,1,0,1,1,1,1,0,0,1
46048,0,0,0,0,0,0,1,0,0,0,1
46049,1,1,1,1,1,0,0,0,0,0,1
46050,1,0,1,0,0,1,1,0,0,0,1
46051,1,1,0,0,0,1,0,1,0,0,0
46052,0,0,0,0,0,0,0,0,0,0,0
46053,0,0,0,0,0,0,0,0,0,0,0
46054,1,1,1,0,1,1,1,0,1,1,1
46055,1,0,1,1,0,1,0,1,0,1,1
46056,1,1,1,1,1,1,1,1,1,1,1
46057,0,0,0,0,0,1,0,0,0,0,0
46058,0,0,0,0,0,0,0,0,0,0,0
46059,1,1,1,1,0,1,1,0,0,1,1
46060,0,1,1,0,0,1,1,1,1,0,1
46061,1,1,1,0,1,1,1,1,1,1,1
46062,0,1,1,1,1,1,1,1,1,1,1
46063,1,1,0,0,1,1,0,1,1,0,0
46064,0,1,0,0,0,1,0,1,0,0,1
46065,1,1,1,0,0,0,1,1,1,1,1
46066,1,1,0,1,1,1,0,1,1,1,1
46067,0,0,0,1,0,1,1,1,1,1,1
46068,1,1,1,1,0,1,0,1,0,1,0
46069,0,1,1,1,1,1,1,0,0,1,1
46070,1,1,1,1,1,1,1,1,1,1,1
46071,1,1,0,1,0,0,0,0,1,1,1
46072,0,1,0,1,0,1,0,1,0,0,0
46073,0,0,0,1,0,1,1,0,1,1,1
46074,0,1,1,0,0,1,0,0,0,0,0
46075,1,1,1,0,0,0,0,1,0,0,1
46076,1,1,1,1,1,1,1,0,0,1,0
46077,1,1,1,1,1,1,1,1,1,1,1
46078,0,0,0,0,0,0,0,0,0,0,0
46079,1,0,1,1,1,1,1,1,1,1,1
46080,1,0,0,1,1,1,0,1,1,0,1
46081,1,1,1,1,1,1,1,1,1,1,0
46082,0,1,0,0,0,0,0,0,0,0,0
46083,1,1,1,1,1,1,1,1,1,1,1
46084,0,0,1,0,1,1,1,1,0,0,1
46085,1,0,1,0,1,0,0,0,0,0,0
46086,1,0,0,0,0,0,0,1,0,0,1
46087,0,0,0,0,1,0,0,0,0,0,0
46088,0,1,1,0,0,0,0,1,1,1,1
46089,1,1,0,0,1,1,1,1,1,1,1
46090,1,1,1,1,1,0,1,0,1,1,1
46091,0,1,1,0,0,0,0,1,0,0,0
46092,0,1,1,1,1,1,0,1,1,1,1
46093,1,0,0,0,0,1,1,0,1,0,1
46094,1,1,1,1,1,1,1,1,1,1,1
46095,0,0,0,1,0,0,0,0,0,1,0
46096,0,1,0,0,1,0,0,0,0,0,0
46097,0,0,0,0,0,0,1,1,0,1,0
46098,0,0,0,0,0,0,0,0,1,0,0
46099,1,1,0,1,0,1,0,0,1,0,0
46100,1,1,1,1,1,1,1,1,1,1,1
46101,1,1,1,1,1,1,1,1,1,1,1
46102,1,0,0,1,1,1,1,1,1,0,1
46103,1,0,0,0,0,1,0,0,0,0,0
46104,1,1,1,0,1,1,1,0,1,0,1
46105,1,0,1,1,1,1,1,1,1,1,1
46106,1,1,1,1,1,1,1,1,1,1,1
46107,1,0,1,1,1,1,1,1,1,1,1
46108,0,1,0,1,1,1,1,1,1,1,1
46109,0,1,0,1,0,1,1,1,1,1,1
46110,0,0,0,0,0,0,0,0,0,0,0
46111,0,0,0,0,0,0,0,1,0,0,0
46112,0,0,0,0,0,0,0,0,0,0,0
46113,1,1,1,1,1,1,1,1,0,1,1
46114,0,0,0,0,0,1,0,0,0,0,1
46115,0,0,1,0,0,0,0,1,0,0,0
46116,1,0,1,0,1,0,1,0,1,1,0
46117,1,1,1,1,0,0,1,1,1,1,0
46118,1,1,0,1,1,1,1,1,1,1,1
46119,0,0,0,0,0,1,0,0,1,0,0
46120,1,0,1,0,1,1,0,1,0,0,1
46121,0,0,0,0,1,0,0,0,0,0,0
46122,0,1,0,0,0,1,0,0,0,0,0
46123,0,0,0,0,0,0,0,0,0,0,1
46124,1,1,1,0,1,1,1,1,0,1,1
46125,0,1,1,0,1,0,1,1,1,1,0
46126,0,0,0,0,0,0,0,0,0,0,0
46127,0,1,1,1,1,0,1,1,1,1,1
46128,0,0,1,0,0,1,1,1,1,1,1
46129,1,1,1,1,0,1,1,0,1,1,1
46130,0,1,0,1,0,0,0,1,1,1,0
46131,1,0,1,0,1,0,0,0,1,1,0
46132,1,1,1,1,1,1,1,1,1,1,1
46133,0,0,0,0,0,0,0,0,0,0,0
46134,0,0,1,0,1,0,1,1,1,0,0
46135,1,1,1,1,1,0,0,1,1,0,1
46136,1,1,0,0,0,1,1,0,0,1,0
46137,0,1,1,0,0,0,0,0,0,1,1
46138,1,1,0,0,1,1,1,1,1,1,1
46139,0,0,0,0,0,0,0,0,0,0,0
46140,0,0,0,0,0,1,0,0,0,0,0
46141,1,0,0,1,0,0,1,0,0,0,0
46142,0,1,1,0,0,0,0,0,1,0,0
46143,0,0,0,0,0,0,0,0,0,1,0
46144,0,0,1,0,0,0,1,0,0,0,1
46145,0,1,0,0,1,1,0,0,1,1,0
46146,0,1,0,1,0,1,1,1,1,0,1
46147,0,0,0,0,0,0,0,0,0,0,0
46148,0,0,0,0,0,1,0,1,0,0,1
46149,0,0,0,0,1,0,1,0,1,1,0
46150,0,0,0,0,0,0,0,0,0,0,0
46151,0,0,1,0,1,0,1,0,0,1,0
46152,1,0,1,1,1,0,0,0,0,1,0
46153,0,0,0,0,0,1,0,0,1,1,0
46154,1,0,0,1,0,1,0,0,0,1,1
46155,1,1,1,0,0,1,1,0,0,0,0
46156,1,0,0,0,1,1,1,0,1,0,1
46157,1,0,0,1,0,1,0,1,1,1,0
46158,0,0,0,0,0,0,1,0,0,0,0
46159,0,0,1,0,0,0,0,0,0,0,0
46160,1,1,1,0,1,1,1,1,1,1,1
46161,1,1,1,1,1,1,1,1,1,1,1
46162,0,0,1,0,0,0,0,1,0,0,1
46163,1,0,1,0,0,0,0,0,1,1,0
46164,1,1,0,1,1,1,1,1,1,1,0
46165,0,0,0,0,0,0,0,0,0,0,0
46166,0,1,1,1,1,1,1,1,1,0,1
46167,0,1,1,0,1,1,1,0,0,1,1
46168,1,0,1,1,1,0,1,1,1,1,1
46169,0,0,0,0,0,0,0,0,0,0,0
46170,0,0,0,0,1,1,0,1,1,1,0
46171,1,0,0,1,1,1,1,0,0,0,0
46172,0,0,0,0,1,0,0,1,0,1,0
46173,0,1,0,1,0,1,1,1,1,1,1
46174,1,1,1,1,1,1,0,0,1,0,1
46175,1,1,1,0,0,1,1,0,1,0,0
46176,0,0,0,0,0,0,0,0,0,0,0
46177,1,0,1,1,1,1,1,1,1,1,1
46178,0,0,0,0,0,1,0,0,1,0,0
46179,0,0,0,0,0,0,0,0,0,0,0
46180,1,1,1,1,1,1,1,1,1,1,1
46181,0,1,0,0,0,0,0,0,0,0,0
46182,0,1,0,1,1,1,1,1,1,0,0
46183,0,1,0,1,0,0,1,1,0,1,1
46184,0,0,0,0,0,0,0,0,0,0,1
46185,0,1,0,1,1,0,0,0,0,1,1
46186,0,0,0,1,1,0,0,0,1,1,1
46187,1,1,1,0,1,1,1,1,0,1,1
46188,0,1,0,0,0,1,1,0,1,1,0
46189,1,1,1,0,0,1,1,0,1,1,0
46190,1,0,0,1,0,1,1,1,1,1,1
46191,1,0,0,1,1,1,0,0,1,0,1
46192,0,0,1,1,1,0,1,0,1,0,1
46193,0,0,0,1,0,0,0,0,1,1,0
46194,1,1,1,1,0,1,1,0,0,1,1
46195,1,1,1,1,1,0,1,1,0,0,1
46196,1,1,1,0,0,0,1,1,1,1,1
46197,0,0,0,0,1,1,0,1,1,0,0
46198,0,1,1,1,1,0,1,0,1,1,1
46199,1,1,1,1,0,1,1,0,1,1,0
46200,1,1,1,0,1,0,0,0,1,0,0
46201,1,1,0,0,1,0,0,1,1,1,0
46202,0,0,1,1,0,0,0,0,0,1,1
46203,0,1,0,0,1,0,0,1,1,0,0
46204,1,1,1,1,1,1,1,1,1,1,1
46205,0,0,0,0,0,1,1,0,0,0,0
46206,1,1,1,1,0,0,1,0,1,1,0
46207,1,1,1,1,1,1,1,1,1,1,1
46208,1,0,0,1,1,1,1,1,1,0,1
46209,0,1,1,1,0,1,1,1,1,0,1
46210,1,1,1,1,1,1,0,1,0,1,1
46211,0,1,1,1,1,1,0,0,0,0,0
46212,0,0,0,0,0,0,0,0,0,0,0
46213,1,1,0,1,1,1,1,1,1,1,1
46214,0,1,0,1,1,0,1,1,0,0,0
46215,0,0,0,0,1,1,0,0,1,0,0
46216,0,1,1,0,1,1,1,0,0,1,1
46217,0,0,0,1,0,0,0,1,1,0,0
46218,1,1,0,0,0,0,0,0,1,0,0
46219,1,1,1,0,1,1,1,1,1,1,1
46220,1,1,0,0,1,0,1,0,0,1,1
46221,1,0,0,0,1,1,1,0,0,1,0
46222,0,1,0,0,1,1,0,1,1,1,1
46223,1,1,1,1,1,1,1,1,1,1,1
46224,1,1,1,1,0,1,1,1,1,1,1
46225,1,1,0,0,0,0,0,0,0,0,0
46226,1,0,0,0,0,1,0,0,1,0,1
46227,1,0,1,1,1,1,1,1,1,1,1
46228,0,0,0,1,0,0,0,0,0,0,0
46229,0,0,0,1,1,1,1,1,0,1,1
46230,1,1,0,1,0,0,1,0,0,1,0
46231,0,0,1,1,0,1,0,1,1,0,0
46232,1,1,0,0,0,0,1,1,1,1,1
46233,0,0,0,0,0,0,0,0,0,0,0
46234,1,1,0,1,0,0,0,1,1,1,0
46235,0,1,1,0,0,1,1,0,1,1,1
46236,1,0,1,0,0,1,1,1,1,0,0
46237,0,0,1,1,1,1,0,1,1,0,1
46238,1,1,0,1,1,1,1,1,0,1,1
46239,1,0,1,1,1,1,1,1,1,1,1
46240,1,0,0,1,0,0,0,0,0,0,0
46241,1,1,0,1,0,1,1,1,1,0,1
46242,0,0,0,0,0,1,0,0,0,1,0
46243,0,0,0,0,0,0,0,0,0,0,0
46244,0,0,1,0,0,0,0,0,1,0,0
46245,0,0,0,0,1,0,0,0,0,0,0
46246,0,0,1,1,1,0,0,0,0,1,1
46247,1,1,1,1,1,1,1,1,1,1,1
46248,1,1,1,1,0,1,1,1,1,1,1
46249,0,0,1,1,1,0,0,1,0,1,1
46250,0,1,0,0,0,1,0,1,0,1,1
46251,1,0,0,0,1,0,0,1,0,1,0
46252,1,1,1,1,1,1,1,1,0,1,1
46253,0,1,0,0,1,1,1,1,0,1,0
46254,1,0,1,1,0,0,1,0,0,0,0
46255,0,1,1,0,0,1,0,0,0,0,0
46256,1,1,1,1,1,1,1,1,1,1,1
46257,0,0,0,1,0,0,0,0,0,0,0
46258,1,1,1,1,0,1,1,1,1,1,0
46259,1,1,1,0,1,1,0,1,1,1,1
46260,0,0,1,1,0,0,0,1,0,0,1
46261,1,1,1,1,1,0,1,1,1,1,0
46262,0,0,0,0,0,0,0,0,0,0,0
46263,0,0,0,0,0,0,0,0,0,0,0
46264,0,1,0,0,1,1,1,1,1,0,0
46265,0,0,0,0,0,1,0,0,0,0,0
46266,1,0,1,0,0,1,1,1,0,1,0
46267,1,1,1,1,1,1,1,1,1,1,1
46268,0,1,0,1,0,0,1,1,1,0,1
46269,1,1,1,0,0,0,0,1,0,1,0
46270,1,0,1,1,1,1,0,1,1,1,1
46271,0,0,0,0,0,0,0,0,0,0,0
46272,1,0,0,1,1,1,0,1,0,1,1
46273,1,1,1,1,1,1,1,0,1,1,1
46274,0,1,0,0,1,0,0,1,0,0,0
46275,0,0,1,1,0,1,0,1,0,0,1
46276,0,0,1,0,0,1,0,0,1,1,1
46277,1,1,1,1,1,1,1,1,1,1,1
46278,0,1,0,0,0,0,1,0,0,0,0
46279,0,0,0,0,0,0,0,0,0,0,0
46280,1,1,0,0,1,1,0,0,0,0,0
46281,1,0,1,0,1,0,1,1,0,0,0
46282,1,1,1,1,1,1,1,1,1,1,1
46283,0,0,0,0,0,0,0,0,0,0,0
46284,0,0,0,1,0,0,0,1,1,0,1
46285,1,0,1,1,0,1,0,1,0,1,0
46286,1,1,1,0,0,1,0,1,0,0,1
46287,1,0,0,0,0,0,0,0,1,0,1
46288,0,1,1,1,1,1,1,0,0,0,1
46289,1,1,0,1,1,1,1,1,1,0,1
46290,1,0,0,0,0,0,0,0,0,1,0
46291,1,0,1,0,1,1,0,0,1,1,1
46292,0,1,0,1,1,1,1,1,0,1,1
46293,0,1,1,1,1,1,1,1,0,1,1
46294,1,0,0,0,0,1,0,1,1,0,0
46295,1,1,1,1,1,1,1,1,1,1,1
46296,0,0,1,1,0,1,0,0,1,0,0
46297,1,1,1,1,0,1,1,1,1,0,1
46298,1,1,1,1,1,1,0,1,1,1,1
46299,0,0,0,0,0,0,0,0,0,0,0
46300,1,0,1,0,0,1,0,0,1,1,1
46301,1,1,1,1,1,0,0,0,0,0,0
46302,0,0,0,0,0,0,0,0,0,0,0
46303,0,0,0,0,0,0,0,0,0,0,0
46304,0,0,0,0,0,1,0,1,0,0,0
46305,1,1,1,1,1,1,1,1,1,1,1
46306,0,1,1,1,1,0,1,1,1,1,1
46307,1,1,0,0,0,0,0,1,1,1,0
46308,0,0,0,0,0,0,0,0,0,0,0
46309,1,1,0,1,0,0,0,0,1,0,0
46310,0,1,0,0,1,1,0,0,0,0,1
46311,1,1,1,1,1,1,1,1,0,1,1
46312,1,1,0,1,0,0,0,1,0,1,0
46313,1,0,0,1,1,1,1,1,1,1,1
46314,1,1,0,1,0,1,1,1,1,0,0
46315,1,1,1,0,0,1,0,1,0,0,0
46316,1,1,1,1,1,1,1,1,1,1,1
46317,0,0,0,0,0,0,0,0,0,0,0
46318,1,0,0,1,1,1,1,0,0,1,0
46319,1,1,1,0,0,1,1,0,1,0,1
46320,0,0,0,1,0,0,0,1,1,0,0
46321,0,1,0,0,1,0,0,1,0,1,0
46322,1,1,1,1,1,1,1,1,1,1,1
46323,1,0,1,0,0,0,0,0,0,1,1
46324,0,0,0,0,0,0,0,0,0,0,0
46325,1,1,1,0,0,0,1,1,1,0,0
46326,0,1,0,0,0,0,0,0,0,0,0
46327,0,1,1,0,1,0,0,1,1,0,1
46328,0,0,0,1,1,0,1,1,0,1,0
46329,0,0,0,0,0,0,0,0,0,0,0
46330,1,1,1,1,1,1,1,1,1,1,1
46331,0,0,0,0,0,1,0,0,0,1,0
46332,1,0,0,0,1,1,0,0,0,0,0
46333,0,1,1,1,1,1,0,1,0,1,0
46334,1,0,0,0,0,0,0,0,1,0,1
46335,1,0,0,1,1,1,1,0,1,1,0
46336,1,1,1,1,1,1,0,1,0,1,1
46337,0,0,0,0,0,0,0,1,0,0,0
46338,1,1,1,1,1,1,1,1,1,1,1
46339,1,1,1,1,1,1,1,1,1,1,1
46340,1,0,1,0,0,0,1,0,1,0,0
46341,1,1,1,1,1,1,1,1,1,1,1
46342,1,0,1,1,1,1,1,0,0,0,1
46343,1,1,0,0,1,0,0,0,0,0,0
46344,1,0,0,1,0,1,0,0,1,0,1
46345,0,0,0,0,0,0,0,0,0,0,0
46346,1,0,0,0,0,1,0,1,0,0,1
46347,1,0,0,0,0,1,1,0,0,1,0
46348,1,1,0,0,0,0,0,0,0,0,0
46349,1,0,0,0,0,0,1,1,1,1,1
46350,0,0,0,0,0,0,0,0,0,0,0
46351,0,0,0,0,1,1,0,0,1,0,0
46352,1,1,1,1,1,1,1,0,0,1,0
46353,0,0,0,0,1,0,0,1,0,0,0
46354,1,0,0,1,0,0,0,0,0,0,1
46355,1,1,1,1,1,1,1,1,1,1,1
46356,0,1,1,0,1,0,0,0,0,1,0
46357,0,1,1,1,0,1,0,1,1,0,1
46358,1,0,1,1,1,1,1,1,1,1,1
46359,1,0,0,0,0,1,0,0,0,0,0
46360,0,0,0,0,1,0,0,0,1,0,1
46361,0,0,0,0,1,0,0,0,0,1,0
46362,1,0,0,1,0,1,1,1,1,1,1
46363,1,1,0,0,1,0,1,0,1,0,0
46364,1,0,1,0,1,1,0,1,1,1,1
46365,1,0,1,0,0,1,1,1,0,1,0
46366,1,0,1,1,1,1,1,1,1,1,1
46367,0,1,0,0,1,0,1,0,0,1,1
46368,1,1,1,1,1,0,1,0,1,1,1
46369,1,1,1,1,1,1,1,1,0,1,1
46370,0,0,0,1,0,0,0,0,1,0,0
46371,1,0,0,1,1,1,1,0,0,1,1
46372,0,0,0,0,1,0,1,0,1,1,1
46373,1,0,0,0,0,0,1,1,1,0,0
46374,1,1,1,1,0,1,1,1,0,1,0
46375,0,0,0,0,0,1,1,1,1,0,0
46376,1,1,1,1,1,1,1,1,1,0,1
46377,1,1,1,1,1,1,1,1,1,1,1
46378,0,1,1,0,0,0,1,1,0,0,0
46379,1,0,0,1,1,1,1,1,1,0,1
46380,1,0,1,0,1,0,1,0,1,1,0
46381,0,0,0,0,1,0,0,0,0,0,0
46382,1,0,1,1,1,1,1,1,0,1,0
46383,0,0,0,0,0,0,0,0,0,0,0
46384,0,0,0,0,0,0,0,0,0,0,0
46385,1,1,1,0,1,1,1,1,0,1,0
46386,1,0,0,0,0,0,0,0,0,0,1
46387,1,1,0,1,1,1,1,0,1,1,0
46388,1,1,1,1,1,1,1,1,1,1,1
46389,1,1,1,1,1,1,0,0,1,1,1
46390,1,0,0,0,0,0,0,0,0,1,0
46391,1,0,0,0,0,0,1,0,1,0,1
46392,1,1,1,0,0,1,0,1,0,1,0
46393,0,0,0,0,0,1,0,0,0,1,0
46394,1,1,1,1,1,1,1,1,1,1,0
46395,1,1,0,0,1,1,0,1,0,1,1
46396,1,0,1,0,0,0,0,0,0,0,0
46397,1,0,0,0,0,0,0,0,0,1,0
46398,0,0,0,0,0,0,0,0,0,0,1
46399,1,1,1,1,1,1,1,1,0,1,1
46400,1,0,1,0,0,0,0,0,1,1,0
46401,1,1,1,0,1,1,0,1,1,1,1
46402,0,1,0,0,0,0,0,1,0,0,0
46403,1,1,1,0,1,1,1,1,1,1,0
46404,1,0,1,1,1,1,1,1,1,1,1
46405,0,0,0,0,0,0,0,0,0,0,0
46406,1,1,1,1,1,0,1,0,1,0,1
46407,0,1,0,0,1,1,1,1,1,1,1
46408,1,1,1,1,1,1,1,1,1,1,1
46409,0,0,0,0,0,0,0,0,0,0,0
46410,1,1,1,1,0,1,0,0,1,0,1
46411,0,1,0,1,0,0,0,0,1,0,0
46412,1,0,0,1,0,0,0,1,1,1,0
46413,0,0,0,0,0,0,0,0,1,0,0
46414,1,1,1,1,0,1,0,0,0,1,1
46415,1,1,1,1,1,1,1,1,1,1,1
46416,1,0,1,1,1,1,1,1,1,1,1
46417,1,0,1,1,0,0,1,1,1,0,1
46418,1,0,0,1,0,0,0,0,0,1,0
46419,1,0,0,0,0,0,0,0,0,1,1
46420,0,0,0,0,0,0,0,1,0,0,0
46421,0,1,1,0,1,1,1,1,0,0,0
46422,1,1,1,1,1,1,0,1,1,1,1
46423,0,1,0,0,0,1,1,0,0,1,0
46424,1,1,1,1,1,1,1,1,1,0,0
46425,1,0,0,0,0,1,0,0,1,0,0
46426,0,0,1,0,0,0,0,0,1,0,0
46427,0,0,0,0,0,0,0,0,0,0,0
46428,0,1,1,1,1,0,1,1,1,0,0
46429,0,0,0,0,0,0,0,0,0,0,0
46430,1,0,0,1,1,1,1,0,1,0,1
46431,1,1,1,1,1,1,1,1,1,1,1
46432,1,1,1,1,1,1,0,0,1,0,1
46433,1,1,1,1,1,1,0,1,0,1,1
46434,0,0,0,0,1,1,1,1,0,1,1
46435,0,0,0,1,0,0,0,1,1,0,0
46436,0,1,0,0,1,0,1,0,0,1,0
46437,0,1,1,1,1,1,1,1,1,1,1
46438,1,1,1,1,1,1,1,1,1,1,1
46439,1,0,1,1,0,0,0,1,1,1,0
46440,0,1,0,0,0,0,1,0,0,1,0
46441,1,1,1,1,1,1,1,1,0,1,0
46442,0,0,1,1,1,1,1,0,1,1,1
46443,1,0,1,1,1,0,1,1,0,1,1
46444,0,0,0,0,0,0,0,0,0,0,0
46445,1,1,1,1,1,1,1,1,0,1,1
46446,0,1,0,1,1,1,0,1,1,1,1
46447,0,0,1,1,1,0,1,0,0,1,0
46448,0,0,1,0,0,0,0,0,0,0,0
46449,0,0,0,0,0,0,0,0,0,1,0
46450,1,0,1,0,0,0,0,1,1,0,0
46451,1,0,1,0,1,1,0,0,1,0,0
46452,0,0,1,0,1,0,1,0,0,1,0
46453,0,1,0,1,1,1,0,0,1,1,0
46454,1,0,0,0,0,0,0,0,0,0,0
46455,0,0,0,0,1,0,1,1,0,0,0
46456,0,0,0,1,0,0,1,0,0,0,0
46457,0,0,0,0,0,0,0,1,0,0,0
46458,0,0,0,0,0,0,0,0,0,0,0
46459,0,0,1,0,0,0,0,0,0,0,0
46460,0,0,0,0,0,0,1,0,0,0,0
46461,0,1,0,0,0,0,0,1,1,0,1
46462,1,1,1,1,1,1,1,1,1,0,1
46463,0,1,1,0,0,1,1,0,1,0,0
46464,1,0,1,1,1,1,1,0,1,1,1
46465,1,1,1,1,1,1,1,1,1,1,1
46466,0,0,0,0,1,1,0,0,1,0,0
46467,0,0,0,0,0,1,0,0,0,1,0
46468,0,0,0,0,0,0,0,0,0,0,0
46469,0,0,0,1,1,0,0,0,1,0,1
46470,0,0,1,0,0,0,1,1,0,0,0
46471,0,0,1,0,0,0,0,1,1,0,1
46472,1,0,0,1,0,0,0,0,0,0,1
46473,1,1,1,1,1,1,1,0,1,1,1
46474,0,1,0,0,1,0,0,0,1,1,0
46475,1,0,0,0,0,1,0,0,0,1,0
46476,0,0,1,0,1,0,0,1,1,1,0
46477,0,0,0,0,0,0,0,0,0,0,0
46478,1,0,1,0,0,0,1,0,0,0,1
46479,1,0,0,1,0,1,1,1,0,1,1
46480,1,1,0,1,1,1,1,1,1,1,1
46481,0,0,0,0,0,0,0,0,0,0,0
46482,0,0,0,0,1,1,0,0,0,0,0
46483,1,1,1,1,1,1,1,1,1,1,1
46484,1,1,0,0,1,0,0,1,0,1,0
46485,0,1,0,1,1,1,1,1,0,1,1
46486,0,0,0,0,1,0,0,0,0,0,0
46487,0,0,0,0,0,0,0,0,0,0,0
